image_name,concept,explanation
d29f304aace16f78d8a4fd6d960992e,cuisine,"the sushi and accompanying dishes represent the richness of asian cuisine, showcasing a variety of flavors."
d29f304aace16f78d8a4fd6d960992e,dining,it looks like a restaurant meal.
d29f304aace16f78d8a4fd6d960992e,diverse,the meal consists of diverse options.
d29f304aace16f78d8a4fd6d960992e,freshness,the use of raw fish and fresh vegetables emphasizes the concept of freshness in the meal.
d29f304aace16f78d8a4fd6d960992e,healthy,the meal contains very healthy options.
d29f304aace16f78d8a4fd6d960992e,healthy eating,the foods shown are considered healthy.
d29f304aace16f78d8a4fd6d960992e,hungry,all you need to eat
d29f304aace16f78d8a4fd6d960992e,japan,this is japanese food.
d29f304aace16f78d8a4fd6d960992e,japanese,the sushi and dishes highlight the traditional flavors and culinary art of japan.
d29f304aace16f78d8a4fd6d960992e,lunch,restaurant enjoyment
d29f304aace16f78d8a4fd6d960992e,presentation,the careful arrangement of food items on the plates reflects the concept of presentation in culinary arts.
d29f304aace16f78d8a4fd6d960992e,salmon,"the presence of salmon in the dish emphasizes its importance as a popular ingredient in japanese cuisine, especially in sushi."
d324194cdb88fd829ecf9f2a1bee636,aquatic,a variety of water toys in different shapes and colours
d324194cdb88fd829ecf9f2a1bee636,chaos,the water toys and equipments does not appear to follow any specific style. just a random collection of water-resistant items
d324194cdb88fd829ecf9f2a1bee636,children,kids being kids and having a good time
d324194cdb88fd829ecf9f2a1bee636,fun,some of the items could be used to play games and therefore the image conveys a sense that fun could be on the horizon.
d324194cdb88fd829ecf9f2a1bee636,hoarding,the wide range of largely useless items conveys a sense of hoarding junk.
d324194cdb88fd829ecf9f2a1bee636,joy,the bright colours invoke feelings of joy
d324194cdb88fd829ecf9f2a1bee636,messy,the image looks messy with an array of bright items scattered everywhere
d324194cdb88fd829ecf9f2a1bee636,miscellaneous,there doesn't appear to be a central theme to the toys just a collection of random things.
d324194cdb88fd829ecf9f2a1bee636,past,they look like toys that have been forgotten about and are ready to be thrown out.
d324194cdb88fd829ecf9f2a1bee636,play,objects of amusing and having fun
d324194cdb88fd829ecf9f2a1bee636,play,having all of the objects together looks like someone intends to play
d324194cdb88fd829ecf9f2a1bee636,rubbish,some of the toys look as though they are broken or are missing parts.
d324194cdb88fd829ecf9f2a1bee636,sports,physical exercise and partaking in group activities
d324194cdb88fd829ecf9f2a1bee636,sports,a wooden water ping-pong bat with images of 2 players on the side
d324194cdb88fd829ecf9f2a1bee636,vibrancy,the contrasting bright colours conveys a sense of vibrancy against the brown backdrop.
d3b49410a9a45c1e35b217b65bc48bde,adventure,balloning is not something many people get to do and is a real adventure
d3b49410a9a45c1e35b217b65bc48bde,breathtaking,the image seem to have been taken at sunrise which is often a breath-taking view. more so if one is in the air.
d3b49410a9a45c1e35b217b65bc48bde,escape,i can image doing this would help one to break free from the monotone of everyday life.
d3b49410a9a45c1e35b217b65bc48bde,event,this looks like a balooning event with several baloons taking to the skies at the same time.
d3b49410a9a45c1e35b217b65bc48bde,exhilarating,this seems like a unique experience for one to enjoy and isn't common or easily done so it must bring a sence of freedom
d3b49410a9a45c1e35b217b65bc48bde,flight,the are a number of balloons on the air suggesting they floating in the air
d3b49410a9a45c1e35b217b65bc48bde,freedom,the balloons are floating free in the sky
d3b49410a9a45c1e35b217b65bc48bde,height,the view was high
d3b49410a9a45c1e35b217b65bc48bde,high,the red baloon looks high in the sky. imagine looking down from the basket and how high up from the ground you are.
d3b49410a9a45c1e35b217b65bc48bde,morning,this looks like the morning just after dawn.
d3b49410a9a45c1e35b217b65bc48bde,nature,the nature is so beautiful
d3b49410a9a45c1e35b217b65bc48bde,skydiving,many people were skydiving
d3b49410a9a45c1e35b217b65bc48bde,windy,hot are balloons are carried by the wind thus the instant windy thought.
d3b49410a9a45c1e35b217b65bc48bde,wonder,we often look up in delight and wonder when we see balloons
d3b49410a9a45c1e35b217b65bc48bde,wonder,given the height of the balloons above the ground it suggests wonder of the view from above and the view in the air at the other balloons
d3d9a1b85ef257548cb3b9b4241796a,bright,sun reflecting well
d3d9a1b85ef257548cb3b9b4241796a,casualness,the informal clothing and setting emphasize a relaxed environment.
d3d9a1b85ef257548cb3b9b4241796a,enjoyment,the smiles highlight happiness.
d3d9a1b85ef257548cb3b9b4241796a,fun,looks to be a beach or pond area where people typically gather for fun events
d3d9a1b85ef257548cb3b9b4241796a,hot,some people can be seen wearing shades indicating it's hot outside.
d3d9a1b85ef257548cb3b9b4241796a,lake,"a photo of a lake, it seems ot be deep in the woods,"
d3d9a1b85ef257548cb3b9b4241796a,loud,there are groups of people talking on the beach.
d3d9a1b85ef257548cb3b9b4241796a,meeting,two people meeting on a beach
d3d9a1b85ef257548cb3b9b4241796a,nervous,the man looks nervous rubbing his wrist
d3d9a1b85ef257548cb3b9b4241796a,party,several groups of people gathered to celebrate and have fun and came here as it's distant. and private.
d3d9a1b85ef257548cb3b9b4241796a,recreation,lots of people seem to be in casual attire and collecting at one location
d3d9a1b85ef257548cb3b9b4241796a,scenery,"a nice lake can be seen in the background, several trees reminiscing of natural nature habitat."
d3d9a1b85ef257548cb3b9b4241796a,socializing,people are smiling and talking to each other
d3d9a1b85ef257548cb3b9b4241796a,still,"the lake beach water is still, no one is in the water and everyone is on the sand."
d3d9a1b85ef257548cb3b9b4241796a,warmth,the sunny atmosphere and friendly expressions create a sense of comfort.
d45b2d35e670719c2f1e9a75a94e3da6,calm,"the lake is very calm, there are no waves."
d45b2d35e670719c2f1e9a75a94e3da6,concentration,"he thinks of nothjing else but his line in the water, the flow of the water and the possibility of a catch. if he moves he disturbs the fish, if he makes a sound he disturbs the fish."
d45b2d35e670719c2f1e9a75a94e3da6,fishing,"the person in this picture is fishing, likely to be their hobby"
d45b2d35e670719c2f1e9a75a94e3da6,isolation,person appear to be alone in this picture
d45b2d35e670719c2f1e9a75a94e3da6,loneliness,"fishing quietly by yourself, independent and calm."
d45b2d35e670719c2f1e9a75a94e3da6,loneliness,"no-one else around, no human to chat with, only the water and the fishing. the single man, the single pole, no room for anyone else."
d45b2d35e670719c2f1e9a75a94e3da6,mood,"the environment is very comfortable, i like it here."
d45b2d35e670719c2f1e9a75a94e3da6,relaxed,the man is holding the rod in a relaxed fashion and seems caught in the moment.
d45b2d35e670719c2f1e9a75a94e3da6,slice of life,"shows a man taking part in the activity of fishing, potentially to feed his family"
d45b2d35e670719c2f1e9a75a94e3da6,solitary,the man is alone with no sign of other life around him.
d45b2d35e670719c2f1e9a75a94e3da6,sunlight,there is great radiance reflecting off the water from the sun
d45b2d35e670719c2f1e9a75a94e3da6,tranquil,the water is very peaceful with just gentle ripples.
d45b2d35e670719c2f1e9a75a94e3da6,tranquility,"everything is quiet and still. the water is gently lapping, there is no-one else around but the fisherman. he is perfectly still, concentrating of his line."
d45b2d35e670719c2f1e9a75a94e3da6,tranquility,shows a man fishing in a very calm and serene setting with the sun in the background.
d45b2d35e670719c2f1e9a75a94e3da6,water,shows an activity carried out on water
d4dfa257b9675e3b394f7fc3226af75e,accessible,easy to access on the go news
d4dfa257b9675e3b394f7fc3226af75e,anger,the named stock/crypto coin value went down meaning i might have lost money if i had anything invested in that
d4dfa257b9675e3b394f7fc3226af75e,city,the importance of the headline makes it feel it could be displayed in a city and targeting a specific audience of people.
d4dfa257b9675e3b394f7fc3226af75e,detachment,most people probably do not hold stocks and shares so are disinterested in the performance of the stock markets
d4dfa257b9675e3b394f7fc3226af75e,fear of missing out,because the stock went down it feels like a good opportunity to buy in order to receive some financial gain
d4dfa257b9675e3b394f7fc3226af75e,gloom,most financial news seems to be depressing in current times
d4dfa257b9675e3b394f7fc3226af75e,informative,news displayed in an easy to read method
d4dfa257b9675e3b394f7fc3226af75e,inquisitiveness,the box/screen appears unusual so what is its purpose and what is inside?
d4dfa257b9675e3b394f7fc3226af75e,live update,this image gives life update of the market trend.
d4dfa257b9675e3b394f7fc3226af75e,negativity,the red in the display and the use of language makes you feel worried and wondering what it means.
d4dfa257b9675e3b394f7fc3226af75e,news,the image conveys a headline that passing commuters will see.
d4dfa257b9675e3b394f7fc3226af75e,stock market,this gives information about what is happening in the stock market.
d4dfa257b9675e3b394f7fc3226af75e,technology,this image represents a technology that tracks the latest happenings in the market.
d4dfa257b9675e3b394f7fc3226af75e,useful,helpful to find out changes in stocks
d4dfa257b9675e3b394f7fc3226af75e,waking up early,in order to be able to achieve success in the stock market you have to wake up early
d557395fd288c09dcf7cbf6db9257c72,basic,"the fact there is no decoration in the room, along with the very basic identical chairs/sofas, conveys a sense of basicness to this photo."
d557395fd288c09dcf7cbf6db9257c72,boredom,men slouch lazily in front of a tv
d557395fd288c09dcf7cbf6db9257c72,boredom,
d557395fd288c09dcf7cbf6db9257c72,coaching,
d557395fd288c09dcf7cbf6db9257c72,comfortable,the people are comfortable sitting on the couch.
d557395fd288c09dcf7cbf6db9257c72,community,"multiple chairs, could be a community centre."
d557395fd288c09dcf7cbf6db9257c72,disinterest,men struggle to pay attention to information on a tv
d557395fd288c09dcf7cbf6db9257c72,empty,the space they are in looks very empty.
d557395fd288c09dcf7cbf6db9257c72,entertainment,they are watching tv.
d557395fd288c09dcf7cbf6db9257c72,exhaustion,
d557395fd288c09dcf7cbf6db9257c72,improvised,the cables extensions and foldable table make it look like a temporary setup.
d557395fd288c09dcf7cbf6db9257c72,leisure,men watching tv during some spare time.
d557395fd288c09dcf7cbf6db9257c72,manliness,the people shown are all wearing similar clothing (possibly sport team jerseys) and are all watching a sport on the tv. this is seen as a very manly activity.
d557395fd288c09dcf7cbf6db9257c72,relaxation,the image conveys a sense of comfort and relaxation by the fact the people all have their feet up and are on comfy sofas.
d557395fd288c09dcf7cbf6db9257c72,tiredness,men laze in chairs in tracksuits as results are shown on a tv
d57b9794d6b4f0c0b03c816dd416e22,barren,the background gives a sense of nothingness
d57b9794d6b4f0c0b03c816dd416e22,barren,the environment suggest a barren arid landscape.
d57b9794d6b4f0c0b03c816dd416e22,culture,the man appears to be wearing some kind of traditional hat
d57b9794d6b4f0c0b03c816dd416e22,culture,the men are wearing traditional hats and method of traveling by donkeys is rooted in their culture.
d57b9794d6b4f0c0b03c816dd416e22,curiosity,"the landscape is barren and bleak, the wonder the purpose of the man's journey."
d57b9794d6b4f0c0b03c816dd416e22,cute,the animal that the man is riding gives a sense of cuteness
d57b9794d6b4f0c0b03c816dd416e22,friendship,maybe the man and donkey have some kind of bond
d57b9794d6b4f0c0b03c816dd416e22,isolation,"the location suggest somewhere isolated where a distanc ehas to be travelled to pick up provisions, as carried by the mules."
d57b9794d6b4f0c0b03c816dd416e22,journey,"the men are riding donkeys on a rough terrain, and journeying along the path."
d57b9794d6b4f0c0b03c816dd416e22,meek,the old gentleman riding the donkey appears reserved and shy.
d57b9794d6b4f0c0b03c816dd416e22,simplicity,the image portarys people who are likely to lead a simple life.
d57b9794d6b4f0c0b03c816dd416e22,travel,the men are traveling across a remote rugged landscape to a destination.
d57b9794d6b4f0c0b03c816dd416e22,uncomfortable,the gentleman does not look at ease getting his picture taken.
d57b9794d6b4f0c0b03c816dd416e22,work,the donkey appears to be a pack animal
d57b9794d6b4f0c0b03c816dd416e22,worried,the environment looks dreadful and gives a sense of worry.
d58c7beded4751b9fc6db3ff3a7ebc,competitive,the sport in the picture is done competitively and the men seem to be working hard to win
d58c7beded4751b9fc6db3ff3a7ebc,determination,the look on their faces shows they want to win
d58c7beded4751b9fc6db3ff3a7ebc,game,two men competing in a game
d58c7beded4751b9fc6db3ff3a7ebc,intense,the image conveys a sense of urgency and intensity for the sport.
d58c7beded4751b9fc6db3ff3a7ebc,outdoor activity,the location on the water allows communication with nature and an active lifestyle at the same time.
d58c7beded4751b9fc6db3ff3a7ebc,participant,two participant competing
d58c7beded4751b9fc6db3ff3a7ebc,physical endurance,ergonomic action of rowing best represents the procedures of strength and stamina needed in the sport.
d58c7beded4751b9fc6db3ff3a7ebc,push,they seem to be working for that final hard push to get to the end.
d58c7beded4751b9fc6db3ff3a7ebc,sport,a lovely water sport
d58c7beded4751b9fc6db3ff3a7ebc,sport,the two men are competing in a sport while wearing the traditional sporting clothes
d58c7beded4751b9fc6db3ff3a7ebc,sports,the rowers are likely competing in a race or training for one
d58c7beded4751b9fc6db3ff3a7ebc,struggle,"the act of rowing is no easy feat, yet they press on"
d58c7beded4751b9fc6db3ff3a7ebc,teamwork,smiles plus everybody clapping at the same time demonstrate unity and togetherness.
d58c7beded4751b9fc6db3ff3a7ebc,teamwork,the two men are working together to with the competition
d58c7beded4751b9fc6db3ff3a7ebc,training,the image is rather empty and they are working alone.
d5902d8b82e5b0aa8bbdf9faee7adfd,acceptance,the quote suggests embracing the imperfections of life and understanding that mistakes cannot be undone.
d5902d8b82e5b0aa8bbdf9faee7adfd,colorful,the image is colorful and botanical which can make someone happier because it is enjoyable to look at
d5902d8b82e5b0aa8bbdf9faee7adfd,contrasting,"the different colours in this image pull my attention in multiple directions, making it hard to fully focus on any one aspect"
d5902d8b82e5b0aa8bbdf9faee7adfd,creativity,"the idea of drawing without an eraser reflects the creativity of life, embracing flaws and uniqueness."
d5902d8b82e5b0aa8bbdf9faee7adfd,flawed,it's ok to make a mistake because the beauty lies in the effort.
d5902d8b82e5b0aa8bbdf9faee7adfd,growth,both the sunflowers and the statement represent personal growth and learning through experience without turning back.
d5902d8b82e5b0aa8bbdf9faee7adfd,happiness,the colorful image portrays a happy mood
d5902d8b82e5b0aa8bbdf9faee7adfd,inspirational,the words used can invoke inspiration in someone who views the image
d5902d8b82e5b0aa8bbdf9faee7adfd,joy,"when you are happy with who you are, everything around you will bring you joy."
d5902d8b82e5b0aa8bbdf9faee7adfd,living,fully bloomed flower and messaging conveys a life worth living
d5902d8b82e5b0aa8bbdf9faee7adfd,multifaceted,"this image makes me feel that it has multiple layers to it, through the use of multiple different design elements."
d5902d8b82e5b0aa8bbdf9faee7adfd,positivity,image conveys a positive message
d5902d8b82e5b0aa8bbdf9faee7adfd,provocative,"the text overlying the natural background of the flowers appears designed to draw my attention, and communicate an impactful message"
d5902d8b82e5b0aa8bbdf9faee7adfd,simplistic,the image is simple in imagery and wording but evokes the feeling of thoughtfulness
d5902d8b82e5b0aa8bbdf9faee7adfd,spring,watching flowers bloom is natures work of art.
d5bb2a127913faa80284e215af22c6b,celebration,"there is festivity and joy in gathering at the location, showing a traditional event is taking place."
d5bb2a127913faa80284e215af22c6b,competition,the presence of multiple rosettes seems to indicate a competitive setting.
d5bb2a127913faa80284e215af22c6b,culture,"the image shows traditional clothing and a ceremonial location, showcasing the people's heritage."
d5bb2a127913faa80284e215af22c6b,faction,what seems to be a banner in the background makes me wonder what group or faction this people gathered are part of.
d5bb2a127913faa80284e215af22c6b,family,maybe these people are related
d5bb2a127913faa80284e215af22c6b,happy,"the subjects are standing close to each other and smiling, conveying satisfaction and care."
d5bb2a127913faa80284e215af22c6b,historic,the image is black and white and appears old.
d5bb2a127913faa80284e215af22c6b,honor,"some of the men appear to be wearing awards, maybe they served for something"
d5bb2a127913faa80284e215af22c6b,intrigued,the gathering of people makes me intrigued because i do not know why they are gathered there.
d5bb2a127913faa80284e215af22c6b,membership,the banner seems to represent a sign of allegiance between the patrons.
d5bb2a127913faa80284e215af22c6b,nostalgia,the image gives a sense of oldness which gives a sense of nostalgia
d5bb2a127913faa80284e215af22c6b,tradition,the clothing and location suggests that the patrons are holding up some sort of tradition.
d5bb2a127913faa80284e215af22c6b,wealth,maybe these people own the castle behind them and it has been passed down for generations
d5bb2a127913faa80284e215af22c6b,wealthy,the members of the group are well dressed and high society.
d5db178b3452c6e17ec554b8325ea,business,businesses usually book priority
d5db178b3452c6e17ec554b8325ea,excitement,you are usually excited when you get to travel
d5db178b3452c6e17ec554b8325ea,flight,the luggage tag is given to you when you board a plane
d5db178b3452c6e17ec554b8325ea,identity,the colors of the belt shown
d5db178b3452c6e17ec554b8325ea,privilege,the bag shown is marked with a priority label and first class can be seen on the baggage tag so it will be given priority over other items
d5db178b3452c6e17ec554b8325ea,rich,it is expensive to book priority
d5db178b3452c6e17ec554b8325ea,shock,image was being shown to share surprising site
d5db178b3452c6e17ec554b8325ea,shopping,"a receipt is shown, indicating a shopping experience."
d5db178b3452c6e17ec554b8325ea,system,the baggage tag is functional. it is in black and white with barcodes and alphanumeric codes which have a purpose so that the bag is systematically organised to be in the same plane as the owner.
d5db178b3452c6e17ec554b8325ea,technology,this equipment is from high level technology.
d5db178b3452c6e17ec554b8325ea,time,"this picture was captured in the night, there is no enough light."
d5db178b3452c6e17ec554b8325ea,travel,this is a travel bag
d5db178b3452c6e17ec554b8325ea,travel,it shows a luggage back with a tag used at the airport for check in luggage
d5db178b3452c6e17ec554b8325ea,travel,the photo shows a luggage tag
d5db178b3452c6e17ec554b8325ea,uncertainty,the background color and the way the paper was turned upside down depicts uncertainty
d5f9904ccabe1fc69188e5ffca434c6,athleticism,a woman shows her workout skills.
d5f9904ccabe1fc69188e5ffca434c6,awe,a woman contorted in a position that shows obvious strength.
d5f9904ccabe1fc69188e5ffca434c6,coaching,the image portrays a coaching section on going.
d5f9904ccabe1fc69188e5ffca434c6,community,the image shows a sense of community since other people are also working out.
d5f9904ccabe1fc69188e5ffca434c6,endurance,the lady appears to be enduring the physical activity and building strength from the activity
d5f9904ccabe1fc69188e5ffca434c6,exercise,the image shows a lady performing an exercise.
d5f9904ccabe1fc69188e5ffca434c6,exercise,the image conveys an act of exercising.
d5f9904ccabe1fc69188e5ffca434c6,exercise,she is achieving fitness from her exercise and fostering resilience
d5f9904ccabe1fc69188e5ffca434c6,fitness,the lady shown in the picture seem to look like someone who is fitness enthusiastic.
d5f9904ccabe1fc69188e5ffca434c6,flexibility,a woman shows how skilled and resilient her body is.
d5f9904ccabe1fc69188e5ffca434c6,focused,the image shows a sense of focus
d5f9904ccabe1fc69188e5ffca434c6,health,fitness will bring about holistic well being because you are fit mentally and physically
d5f9904ccabe1fc69188e5ffca434c6,interest,she shows much of interest as she exercise.
d5f9904ccabe1fc69188e5ffca434c6,physical movement,this is convey as the she exercises her body.
d5f9904ccabe1fc69188e5ffca434c6,sweaty,the image has a very sweaty person in it.
d5fa89d8f324a50bbcfa4e8cb233a3,autumn,the vibrant red and orange colours portrays the season of autumn.
d5fa89d8f324a50bbcfa4e8cb233a3,color,costumes are bright
d5fa89d8f324a50bbcfa4e8cb233a3,costume,the children are all dressed the same
d5fa89d8f324a50bbcfa4e8cb233a3,cute,the young kids gathered together invokes a warm feeling
d5fa89d8f324a50bbcfa4e8cb233a3,devil,children are devils!
d5fa89d8f324a50bbcfa4e8cb233a3,festivity,the decorations and costumes evoke a feeling of festivity.
d5fa89d8f324a50bbcfa4e8cb233a3,funny,the contrast between innocent children and the devil horns they're wearing is amusing.
d5fa89d8f324a50bbcfa4e8cb233a3,halloween,children gathered for an event
d5fa89d8f324a50bbcfa4e8cb233a3,learning,the children may be being taught
d5fa89d8f324a50bbcfa4e8cb233a3,occasion,the kids all look dressed for halloween
d5fa89d8f324a50bbcfa4e8cb233a3,orderliness,the kids are all sitting calmly as though waiting for instruction
d5fa89d8f324a50bbcfa4e8cb233a3,school,practicing for a play/musical
d5fa89d8f324a50bbcfa4e8cb233a3,school,a group of children all sitting together in a uniform would imply it's likely a school event.
d5fa89d8f324a50bbcfa4e8cb233a3,uniformity,the kids have the same outfits on
d5fa89d8f324a50bbcfa4e8cb233a3,youth,the many children evoke a sense of youthfulness.
d642bf649e9da9fed8dd4189fdd88a68,calm,implies peace and calm because of the area and nature of the photograph
d642bf649e9da9fed8dd4189fdd88a68,comfortable,the house is beautifully built.
d642bf649e9da9fed8dd4189fdd88a68,concentration,the men are lost in their own thoughts conveying strong sense of concentration.
d642bf649e9da9fed8dd4189fdd88a68,culture,photo depicts a different culture to mine
d642bf649e9da9fed8dd4189fdd88a68,hard,the effect of the stone gives a hard impression. there is very little to soften the picture.
d642bf649e9da9fed8dd4189fdd88a68,infrastructure,"there are many steps, bricks, and buildings around"
d642bf649e9da9fed8dd4189fdd88a68,mediation,the people appear to be doing some sort of meditating exercise.
d642bf649e9da9fed8dd4189fdd88a68,neutral,their faces dont appear to be smiling or frowning
d642bf649e9da9fed8dd4189fdd88a68,peace,"everything is still and quiet. in and old city, there for ages, two people stop and reflect. nothing moves."
d642bf649e9da9fed8dd4189fdd88a68,reflection,"it is time for peace and silence. they stop and think, maybe pray. in their young active life this is a moment out."
d642bf649e9da9fed8dd4189fdd88a68,safety,the rocks on the ground are very hard and safe.
d642bf649e9da9fed8dd4189fdd88a68,spirituality,shows two men apparently praying
d642bf649e9da9fed8dd4189fdd88a68,stoney,there is a lot of stonework in the steps and building shown.
d642bf649e9da9fed8dd4189fdd88a68,upward,"the character holds his head high, making people feel hopeful."
d642bf649e9da9fed8dd4189fdd88a68,wonder,"a beautiful old city, has survived for ages. two young men find it wonderful and pause for a moment to meditate on time and on the insignificance of humans."
d66449d3ccb751d517cbab5c718ee2,ancient,old dirt clock telling time in roman numerals.
d66449d3ccb751d517cbab5c718ee2,architectural,it is a beautiful part of architecture.
d66449d3ccb751d517cbab5c718ee2,astronomy,"the zodiac signs represent the connection between time, astrology, and human destiny."
d66449d3ccb751d517cbab5c718ee2,cosmic,display of stars moons and zodiac looks like it could be part of cosmic.
d66449d3ccb751d517cbab5c718ee2,craftsmanship,the intricate details and artistic design reflect a high level of skill and historical artistry.
d66449d3ccb751d517cbab5c718ee2,divine,it's depicting many interesting horoscopes and it looks really other wordly
d66449d3ccb751d517cbab5c718ee2,intricate,whoever designed this did a great job and it looks very wonderful in the wall
d66449d3ccb751d517cbab5c718ee2,legacy,this clock serves as a testament to the renaissance era
d66449d3ccb751d517cbab5c718ee2,powerful,maybe a place that people used to visit often for understanding and answers.
d66449d3ccb751d517cbab5c718ee2,regal,golden pictures and royal blue shown on the clock look like it belongs to royalty.
d66449d3ccb751d517cbab5c718ee2,time,"the roman numerals and circular design indicate a clock, symbolizing the passage and measurement of time."
d66449d3ccb751d517cbab5c718ee2,time,it looks like a fancy clock to keep track of the time.
d66449d3ccb751d517cbab5c718ee2,timeless,"this clock has grown with time , science and design"
d66449d3ccb751d517cbab5c718ee2,vintage,it appears to be old and not modern.
d66449d3ccb751d517cbab5c718ee2,zodiac,"the golden symbols around the center represent astrological signs, pointing to beliefs related to horoscopes and celestial influence."
d67192af522a1067906cf5c0bb6d57e,annoyance,the girl has a face of annoyance - looks like she's been kicked out of something with her attire and having multiple bags.
d67192af522a1067906cf5c0bb6d57e,clean,the environment looks clean
d67192af522a1067906cf5c0bb6d57e,confused,the image shows someone standing confused
d67192af522a1067906cf5c0bb6d57e,expecting,a lady waiting for a friend.
d67192af522a1067906cf5c0bb6d57e,fashionable,there are images of fashion models combined with the speed blur of an automobile create a feeling of beauty and grace.
d67192af522a1067906cf5c0bb6d57e,isolation,"the person seems lonely and out of place, like life is passing her by. she is looking in the other direction as the models on the posters."
d67192af522a1067906cf5c0bb6d57e,juxtaposition,the image displays a contrast of an object in motion vs a human standing still.
d67192af522a1067906cf5c0bb6d57e,lonely,feels like a lonely road leading to nowhere
d67192af522a1067906cf5c0bb6d57e,lost,"the woman seems lost, carrying her possesions as if she is moving on in life but not sure where."
d67192af522a1067906cf5c0bb6d57e,luxurious,the architecture and poster indicate this a luxurious area.
d67192af522a1067906cf5c0bb6d57e,natural,"due to the moving vehicle, it seems like this image was taken naturally as opposed to a photoshoot."
d67192af522a1067906cf5c0bb6d57e,time,the contrast of the fast car and the person stopped make it feel like a difference in time.
d67192af522a1067906cf5c0bb6d57e,traveling,a young trying to reach her destination
d67192af522a1067906cf5c0bb6d57e,urgency,the motion blur of the fast moving car gives off a sense of urgency.
d67192af522a1067906cf5c0bb6d57e,waiting,a lady waiting.
d68c249998d94bddb863218e8ed42ee5,anxious,even the sight of people dressed like this instils some anxiety
d68c249998d94bddb863218e8ed42ee5,chaos,the image conveys the sense that we are only seeing one side of the situation as chaos erupts.
d68c249998d94bddb863218e8ed42ee5,crowd control,"taking into consideration the shields and the actions, it is possible to assume that the situation implies the management of meetings or protests."
d68c249998d94bddb863218e8ed42ee5,danger,the officers look like they're about to diffuse a situation
d68c249998d94bddb863218e8ed42ee5,danger,the police convey an atmosphere of danger since they are usual present when something bad is happening
d68c249998d94bddb863218e8ed42ee5,enforcement,police trying to avoid commission
d68c249998d94bddb863218e8ed42ee5,environment,street parking where there is commission
d68c249998d94bddb863218e8ed42ee5,fear,their faces look serious suggesting they are in a fearful environment
d68c249998d94bddb863218e8ed42ee5,force,the image conveys the sense of group force and power.
d68c249998d94bddb863218e8ed42ee5,gender,a men and a lady holding glass shield to prevent issue
d68c249998d94bddb863218e8ed42ee5,law enforcement,head gears depict a tactical uniform police force.
d68c249998d94bddb863218e8ed42ee5,protection,they are all well prepared and protected for what is to come.
d68c249998d94bddb863218e8ed42ee5,riot,the police in the picture are using rioting shields
d68c249998d94bddb863218e8ed42ee5,scary,they could be going to deal with any number of scenarios
d68c249998d94bddb863218e8ed42ee5,tension,the scene creates an atmosphere of tension/ conflict as well as the every day struggle of trying to keep law and order.
d6c13fc42dd86e598cc321c16b9eeaa,affluence,a certain success in money terms & surrounding oneself with assets and trappings of wealth.
d6c13fc42dd86e598cc321c16b9eeaa,attitude,the man pose like a gangster
d6c13fc42dd86e598cc321c16b9eeaa,celebration,a success orientated occasion denoted by hedonistic activity.
d6c13fc42dd86e598cc321c16b9eeaa,class,"the darker shade of the photo, the cigar, and the fine attire of the man make the image feel classy"
d6c13fc42dd86e598cc321c16b9eeaa,contemplation,"with the cigar smoke drifting upwards, it gives a sense of him being thoughtful and perhaps pondering smething whilst he smokes."
d6c13fc42dd86e598cc321c16b9eeaa,contemplation or introspection,"the posture and smoking activity reflects that the man is deep in thought or reflecting on something, creating a sense of quiet contemplation"
d6c13fc42dd86e598cc321c16b9eeaa,enjoyment,again the man looks like he's enjoying the cigar and the setting he is in. the warm colors of the photo also add to this sentiment
d6c13fc42dd86e598cc321c16b9eeaa,environment,the environment looks polluted with co2
d6c13fc42dd86e598cc321c16b9eeaa,indulgence,"smoking a cigar like that, it does come across as a bit of an indulgence doesn't it, a treat or a luxury he's allowing himself."
d6c13fc42dd86e598cc321c16b9eeaa,masculinity,all things uniquely male to our species.
d6c13fc42dd86e598cc321c16b9eeaa,relaxation,"the man is reclined, he appears to be enjoying the cigar, and the setting looks like its in a relaxed place"
d6c13fc42dd86e598cc321c16b9eeaa,relaxation,"he looks quite relaxed doesn't he, leaning back and enjoying his cigar, suggesting a moment of leisure and calm."
d6c13fc42dd86e598cc321c16b9eeaa,relaxation and calm,the man⊙s comfortable posture while sitting in the chair
d6c13fc42dd86e598cc321c16b9eeaa,smoking,this image captured a man smocking.
d6c13fc42dd86e598cc321c16b9eeaa,unhealthy habit or concern,"the smoking aspect evokes concerns about health, the modern awareness of the risks of smoking."
d6c18f69176bffa5fe3aa3b713d5396,anticipation,the image showing a newton's cradle in motion creates a sense of anticipation as the viewer waits for the ball to swing back into place and continue the motion.
d6c18f69176bffa5fe3aa3b713d5396,boredom,the tick tock noise these balls will make when they hit each other suggests a longing for the end of the working day
d6c18f69176bffa5fe3aa3b713d5396,building,wooden ground with window in the back
d6c18f69176bffa5fe3aa3b713d5396,confusion,the positioning of the objects in the image with one blocking the other from being used is confusing.
d6c18f69176bffa5fe3aa3b713d5396,motion,the swinging ball conveys motion.
d6c18f69176bffa5fe3aa3b713d5396,motion,the suspended ball in mid-air creates a sense of motion.
d6c18f69176bffa5fe3aa3b713d5396,office,someones office room
d6c18f69176bffa5fe3aa3b713d5396,precision,the equipment demonstrates the meticulous and exact nature required for scientific experimentation.
d6c18f69176bffa5fe3aa3b713d5396,rhythm,the sound of these is very rhythmic and can be used to keep time when playing music or singing
